Date,Product,Quantity_Sold,Inventory_Level,Price,Month
2023-06-12,LED Desk Lamp Pro,16,151,20,6
2023-02-02,Wireless Earphone Pro,6,140,60,2
2023-06-28,Laptop Charger Type-C,11,59,15,6
2023-04-11,Tablet Stand Adjustable,17,102,35,4
2023-09-25,Laptop Charger Type-C,4,133,15,9
2023-11-19,Laptop Charger Type-C,15,63,50,11
2023-03-06,Wireless Earphone Pro,1,143,60,3
2023-06-17,Tablet Stand Adjustable,1,186,80,6
2023-11-26,LED Desk Lamp Pro,9,160,25,11
2023-02-12,Power Bank Ultra 10000mAh,12,87,15,2
2023-02-13,LED Desk Lamp Pro,4,87,35,2
2023-10-12,USB-C Hub 6-in-1,13,29,60,10
2023-01-12,Desk Fan CoolBreeze,7,100,20,1
2023-04-05,Tablet Stand Adjustable,8,197,30,4
2023-10-29,Desk Fan CoolBreeze,13,108,40,10
2023-09-10,Smartphone X1,11,182,150,9
2023-08-30,Desk Fan CoolBreeze,9,198,25,8
2023-02-04,Smartphone X1,16,65,25,2
2023-08-03,LED Desk Lamp Pro,10,11,150,8
2023-12-03,LED Desk Lamp Pro,11,114,150,12
2023-03-31,Wireless Earphone Pro,12,182,150,3
2023-09-21,Power Bank Ultra 10000mAh,14,177,30,9
2023-04-03,Desk Fan CoolBreeze,19,121,50,4
2023-03-31,Wireless Earphone Pro,12,33,30,3
2023-04-25,LED Desk Lamp Pro,18,166,20,4
2023-04-15,Smartphone X1,17,118,50,4
2023-07-15,Smartphone X1,3,77,40,7
2023-11-10,LED Desk Lamp Pro,1,123,150,11
2023-04-24,USB-C Hub 6-in-1,19,93,30,4
2023-03-16,Desk Fan CoolBreeze,4,191,80,3
2023-08-05,Wireless Earphone Pro,16,190,20,8
2023-10-04,USB-C Hub 6-in-1,12,58,40,10
2023-09-06,Tablet Stand Adjustable,13,41,40,9
2023-06-13,Tablet Stand Adjustable,17,70,35,6
2023-12-23,USB-C Hub 6-in-1,8,179,35,12
2023-07-11,Tablet Stand Adjustable,13,138,40,7
2023-08-15,Laptop Charger Type-C,5,111,50,8
2023-06-26,Wireless Earphone Pro,18,44,60,6
2023-04-09,Desk Fan CoolBreeze,15,60,20,4
2023-02-05,Power Bank Ultra 10000mAh,12,54,35,2
2023-04-06,USB-C Hub 6-in-1,17,86,25,4
2023-06-01,Power Bank Ultra 10000mAh,15,122,150,6
2023-05-31,Tablet Stand Adjustable,2,74,20,5
2023-07-09,USB-C Hub 6-in-1,6,23,40,7
2023-08-12,Power Bank Ultra 10000mAh,17,102,40,8
2023-02-06,Smartphone X1,16,140,80,2
2023-09-25,Smartphone X1,17,33,60,9
2023-07-02,Tablet Stand Adjustable,9,74,150,7
2023-01-13,Desk Fan CoolBreeze,5,185,25,1
2023-10-06,Smartphone X1,1,147,15,10
2023-08-05,USB-C Hub 6-in-1,6,22,35,8
2023-12-21,Wireless Earphone Pro,14,151,80,12
2023-12-27,Laptop Charger Type-C,17,109,40,12
2023-10-13,LED Desk Lamp Pro,19,147,60,10
2023-09-30,Wireless Earphone Pro,1,177,50,9
2023-03-03,Laptop Charger Type-C,1,160,80,3
2023-03-25,Smartphone X1,13,108,60,3
2023-08-05,Smartphone X1,14,64,20,8
2023-12-08,Wireless Earphone Pro,6,72,20,12
2023-07-06,Smartphone X1,6,80,30,7
2023-01-19,Tablet Stand Adjustable,1,179,80,1
2023-06-26,Laptop Charger Type-C,14,108,20,6
2023-04-10,Bluetooth Speaker Mini,3,75,40,4
2023-08-21,Power Bank Ultra 10000mAh,10,88,20,8
2023-03-17,Wireless Earphone Pro,19,82,60,3
2023-09-22,USB-C Hub 6-in-1,19,56,15,9
2023-10-11,LED Desk Lamp Pro,19,90,35,10
2023-07-25,Smartphone X1,4,135,40,7
2023-08-11,LED Desk Lamp Pro,19,61,150,8
2023-02-21,Tablet Stand Adjustable,10,155,60,2
2023-12-05,Tablet Stand Adjustable,2,155,15,12
2023-05-24,Bluetooth Speaker Mini,4,161,20,5
2023-03-10,Smartphone X1,6,32,25,3
2023-04-09,Smartphone X1,7,149,30,4
2023-01-25,Tablet Stand Adjustable,16,160,15,1
2023-02-22,Wireless Earphone Pro,7,30,20,2
2023-05-31,LED Desk Lamp Pro,18,73,15,5
2023-05-24,Laptop Charger Type-C,19,81,15,5
2023-02-26,Smartphone X1,9,171,60,2
2023-02-08,USB-C Hub 6-in-1,10,139,25,2
2023-04-19,Wireless Earphone Pro,13,78,20,4
2023-06-30,Bluetooth Speaker Mini,18,168,25,6
2023-02-11,USB-C Hub 6-in-1,16,77,80,2
2023-07-05,LED Desk Lamp Pro,17,156,60,7
2023-08-11,Desk Fan CoolBreeze,13,137,35,8
2023-05-02,USB-C Hub 6-in-1,12,116,35,5
2023-05-13,USB-C Hub 6-in-1,10,118,15,5
2023-06-12,LED Desk Lamp Pro,1,81,40,6
2023-08-03,Wireless Earphone Pro,8,112,30,8
2023-08-09,Smartphone X1,18,150,80,8
2023-08-23,Wireless Earphone Pro,2,74,60,8
2023-11-27,Power Bank Ultra 10000mAh,16,143,40,11
2023-05-26,USB-C Hub 6-in-1,12,121,50,5
2023-08-27,Tablet Stand Adjustable,9,164,30,8
2023-03-17,Tablet Stand Adjustable,3,88,35,3
2023-01-09,Smartphone X1,4,189,35,1
2023-03-15,USB-C Hub 6-in-1,2,135,40,3
2023-09-10,Wireless Earphone Pro,8,130,80,9
2023-08-18,USB-C Hub 6-in-1,10,96,30,8
2023-01-07,Tablet Stand Adjustable,16,57,40,1
2023-06-23,Wireless Earphone Pro,11,97,50,6
2023-05-21,Smartphone X1,18,77,60,5
2023-06-17,Smartphone X1,14,181,40,6
2023-06-19,Desk Fan CoolBreeze,8,110,15,6
2023-10-10,LED Desk Lamp Pro,15,26,20,10
2023-05-02,Tablet Stand Adjustable,17,47,15,5
2023-07-13,Smartphone X1,18,147,30,7
2023-01-05,Laptop Charger Type-C,6,63,25,1
2023-01-29,USB-C Hub 6-in-1,14,143,15,1
2023-06-14,Desk Fan CoolBreeze,3,143,20,6
2023-12-05,Smartphone X1,7,61,15,12
2023-05-16,Smartphone X1,15,24,40,5
2023-12-31,USB-C Hub 6-in-1,16,77,20,12
2023-11-17,Smartwatch Series 5,16,194,60,11
2023-12-08,Wireless Earphone Pro,8,121,25,12
2023-05-25,Smartphone X1,7,193,40,5
2023-11-23,Bluetooth Speaker Mini,6,113,50,11
2023-08-05,LED Desk Lamp Pro,2,16,50,8
2023-10-28,LED Desk Lamp Pro,13,60,30,10
2023-05-12,Tablet Stand Adjustable,12,67,150,5
2023-10-19,Bluetooth Speaker Mini,15,118,15,10
2023-03-11,Smartphone X1,9,120,20,3
2023-09-09,Bluetooth Speaker Mini,2,163,40,9
2023-10-02,Smartwatch Series 5,17,195,50,10
2023-12-30,Tablet Stand Adjustable,5,40,25,12
2023-07-01,Smartwatch Series 5,11,101,150,7
2023-06-16,Power Bank Ultra 10000mAh,19,115,25,6
2023-04-01,Smartphone X1,7,22,15,4
2023-07-21,Wireless Earphone Pro,2,155,80,7
2023-12-12,Smartphone X1,16,128,150,12
2023-01-19,Power Bank Ultra 10000mAh,12,150,35,1
2023-02-08,LED Desk Lamp Pro,15,124,80,2
2023-05-06,Laptop Charger Type-C,1,161,80,5
2023-06-22,Bluetooth Speaker Mini,13,66,15,6
2023-05-21,LED Desk Lamp Pro,6,135,25,5
2023-08-30,LED Desk Lamp Pro,13,166,60,8
2023-08-08,Tablet Stand Adjustable,18,193,50,8
2023-05-06,Desk Fan CoolBreeze,3,63,20,5
2023-02-27,Wireless Earphone Pro,1,142,20,2
2023-05-28,Wireless Earphone Pro,15,172,40,5
2023-11-13,Laptop Charger Type-C,13,28,40,11
2023-12-27,USB-C Hub 6-in-1,5,192,80,12
2023-01-01,USB-C Hub 6-in-1,13,86,80,1
2023-12-14,Wireless Earphone Pro,5,78,60,12
2023-07-09,Smartphone X1,19,53,15,7
2023-07-10,Tablet Stand Adjustable,18,47,50,7
2023-11-08,Smartphone X1,10,71,20,11
2023-04-27,Tablet Stand Adjustable,8,31,60,4
2023-05-14,USB-C Hub 6-in-1,15,82,20,5
2023-02-27,USB-C Hub 6-in-1,4,177,35,2
2023-02-13,Desk Fan CoolBreeze,2,163,40,2
2023-06-22,LED Desk Lamp Pro,6,134,35,6
2023-06-09,Laptop Charger Type-C,3,14,50,6
2023-06-22,USB-C Hub 6-in-1,7,63,50,6
2023-11-13,Tablet Stand Adjustable,10,95,15,11
2023-10-30,Power Bank Ultra 10000mAh,6,186,150,10
2023-05-29,Smartphone X1,16,12,80,5
2023-03-21,Wireless Earphone Pro,2,47,40,3
2023-08-01,Laptop Charger Type-C,17,151,60,8
2023-07-22,Tablet Stand Adjustable,13,184,15,7
2023-09-09,Desk Fan CoolBreeze,1,151,60,9
2023-08-17,Power Bank Ultra 10000mAh,6,82,150,8
2023-06-13,Smartphone X1,5,47,15,6
2023-08-15,LED Desk Lamp Pro,13,181,25,8
2023-05-27,Smartphone X1,18,134,20,5
2023-01-20,Laptop Charger Type-C,12,79,80,1
2023-02-16,Tablet Stand Adjustable,7,74,80,2
2023-08-21,Bluetooth Speaker Mini,15,34,80,8
2023-11-01,Smartphone X1,3,25,35,11
2023-01-14,Smartphone X1,16,24,40,1
2023-05-23,Smartphone X1,1,140,15,5
2023-01-01,Tablet Stand Adjustable,16,46,15,1
2023-02-23,Bluetooth Speaker Mini,12,192,35,2
2023-09-16,Power Bank Ultra 10000mAh,19,134,50,9
2023-05-24,Tablet Stand Adjustable,8,122,40,5
2023-01-12,Desk Fan CoolBreeze,12,175,150,1
2023-11-26,Smartphone X1,15,10,150,11
2023-08-12,Laptop Charger Type-C,2,80,80,8
2023-09-29,USB-C Hub 6-in-1,17,112,15,9
2023-12-24,Wireless Earphone Pro,7,28,30,12
2023-06-05,Wireless Earphone Pro,13,61,50,6
2023-01-08,Tablet Stand Adjustable,1,127,60,1
2023-05-02,LED Desk Lamp Pro,6,167,80,5
2023-12-14,Desk Fan CoolBreeze,13,116,150,12
2023-06-13,Tablet Stand Adjustable,11,64,150,6
2023-03-31,USB-C Hub 6-in-1,10,23,40,3
2023-05-16,Smartwatch Series 5,16,22,50,5
2023-07-05,Tablet Stand Adjustable,17,93,50,7
2023-11-12,Laptop Charger Type-C,17,99,30,11
2023-06-27,Power Bank Ultra 10000mAh,4,36,150,6
2023-01-28,USB-C Hub 6-in-1,5,98,20,1
2023-08-08,Tablet Stand Adjustable,14,146,40,8
2023-12-23,Smartwatch Series 5,10,50,15,12
2023-02-10,LED Desk Lamp Pro,14,57,20,2
2023-08-16,Smartphone X1,1,21,25,8
2023-07-11,Wireless Earphone Pro,11,147,40,7
2023-05-25,Smartphone X1,18,15,60,5
2023-07-20,Desk Fan CoolBreeze,16,171,15,7
2023-07-31,USB-C Hub 6-in-1,18,189,50,7
2023-08-08,Wireless Earphone Pro,8,50,15,8
2023-08-28,USB-C Hub 6-in-1,10,15,40,8
2023-02-15,Smartwatch Series 5,10,139,150,2
2023-02-04,Desk Fan CoolBreeze,5,24,25,2
2023-09-10,Laptop Charger Type-C,10,154,50,9
2023-03-23,Laptop Charger Type-C,18,25,20,3
2023-09-13,LED Desk Lamp Pro,6,165,35,9
2023-07-16,Wireless Earphone Pro,3,94,25,7
2023-10-30,Smartphone X1,8,19,30,10
2023-01-10,Tablet Stand Adjustable,9,147,35,1
2023-11-08,LED Desk Lamp Pro,5,147,60,11
2023-10-13,Smartwatch Series 5,2,165,20,10
2023-08-30,Smartphone X1,2,161,60,8
2023-09-08,Wireless Earphone Pro,7,28,15,9
2023-12-31,Bluetooth Speaker Mini,17,77,150,12
2023-01-05,Power Bank Ultra 10000mAh,10,193,15,1
2023-04-29,USB-C Hub 6-in-1,12,51,150,4
2023-10-16,LED Desk Lamp Pro,2,149,80,10
2023-03-06,Laptop Charger Type-C,10,155,80,3
2023-05-26,Smartwatch Series 5,1,160,60,5
2023-08-12,Laptop Charger Type-C,4,93,30,8
2023-08-27,Smartphone X1,13,143,60,8
2023-06-26,LED Desk Lamp Pro,12,62,80,6
2023-09-24,Laptop Charger Type-C,11,107,35,9
2023-12-07,Smartwatch Series 5,10,51,35,12
2023-10-09,USB-C Hub 6-in-1,15,39,30,10
2023-03-04,Laptop Charger Type-C,5,18,30,3
2023-08-05,Tablet Stand Adjustable,17,179,30,8
2023-12-08,Smartphone X1,5,43,60,12
2023-11-11,Desk Fan CoolBreeze,2,177,20,11
2023-10-10,LED Desk Lamp Pro,9,97,40,10
2023-06-26,Tablet Stand Adjustable,6,154,50,6
2023-04-08,LED Desk Lamp Pro,18,166,30,4
2023-04-15,Power Bank Ultra 10000mAh,14,59,50,4
2023-04-09,Laptop Charger Type-C,19,85,20,4
2023-11-07,Tablet Stand Adjustable,14,186,40,11
2023-01-06,Tablet Stand Adjustable,8,198,30,1
2023-07-16,Laptop Charger Type-C,17,55,30,7
2023-12-17,Wireless Earphone Pro,3,55,30,12
2023-05-13,Smartphone X1,10,135,35,5
2023-12-24,Smartwatch Series 5,17,26,20,12
2023-09-16,Power Bank Ultra 10000mAh,11,75,50,9
2023-01-23,USB-C Hub 6-in-1,8,113,150,1
2023-02-22,Power Bank Ultra 10000mAh,1,14,150,2
2023-06-14,Smartphone X1,13,132,20,6
2023-07-21,Tablet Stand Adjustable,4,191,30,7
2023-03-24,Tablet Stand Adjustable,7,134,150,3
2023-05-25,LED Desk Lamp Pro,14,121,50,5
2023-03-26,Tablet Stand Adjustable,5,25,150,3
2023-03-19,Wireless Earphone Pro,11,90,50,3
2023-01-01,Desk Fan CoolBreeze,17,100,30,1
2023-02-20,Bluetooth Speaker Mini,5,144,30,2
2023-06-22,Smartphone X1,3,145,60,6
2023-07-24,Tablet Stand Adjustable,5,81,80,7
2023-09-17,LED Desk Lamp Pro,15,105,35,9
2023-10-15,Smartwatch Series 5,19,120,40,10
2023-02-03,Wireless Earphone Pro,16,91,40,2
2023-12-14,Smartphone X1,8,47,15,12
2023-04-05,Power Bank Ultra 10000mAh,13,63,35,4
2023-03-13,Laptop Charger Type-C,16,85,30,3
2023-02-08,Tablet Stand Adjustable,3,24,40,2
2023-06-03,Smartphone X1,1,187,50,6
2023-09-07,LED Desk Lamp Pro,9,193,15,9
2023-06-11,Desk Fan CoolBreeze,9,125,150,6
2023-04-28,Tablet Stand Adjustable,17,18,150,4
2023-09-16,Desk Fan CoolBreeze,2,17,15,9
2023-11-02,Smartphone X1,9,119,80,11
2023-09-25,Laptop Charger Type-C,19,156,25,9
2023-02-23,Tablet Stand Adjustable,13,60,50,2
2023-08-24,Desk Fan CoolBreeze,5,194,40,8
2023-08-10,Desk Fan CoolBreeze,9,40,80,8
2023-09-08,Wireless Earphone Pro,13,111,50,9
2023-11-09,LED Desk Lamp Pro,1,12,60,11
2023-04-22,Smartphone X1,15,108,40,4
2023-09-12,LED Desk Lamp Pro,4,92,60,9
2023-10-30,LED Desk Lamp Pro,4,52,30,10
2023-07-26,Power Bank Ultra 10000mAh,10,38,35,7
2023-08-17,USB-C Hub 6-in-1,6,19,30,8
2023-12-07,Smartphone X1,12,149,150,12
2023-03-07,Laptop Charger Type-C,16,55,80,3
2023-03-16,Bluetooth Speaker Mini,3,39,15,3
2023-04-13,Tablet Stand Adjustable,14,103,30,4
2023-07-11,LED Desk Lamp Pro,1,41,80,7
2023-09-09,USB-C Hub 6-in-1,10,56,20,9
2023-08-14,Laptop Charger Type-C,15,97,150,8
2023-10-21,Desk Fan CoolBreeze,7,72,40,10
2023-11-02,LED Desk Lamp Pro,4,163,80,11
2023-04-08,Smartphone X1,14,140,50,4
2023-12-04,LED Desk Lamp Pro,16,32,40,12
2023-10-13,Smartphone X1,14,83,150,10
2023-12-01,Desk Fan CoolBreeze,3,59,30,12
2023-12-13,Wireless Earphone Pro,17,173,20,12
2023-11-04,Smartphone X1,14,133,60,11
2023-09-06,Laptop Charger Type-C,18,22,25,9
2023-06-15,Tablet Stand Adjustable,3,135,40,6
2023-12-01,Smartwatch Series 5,19,38,40,12
2023-01-30,Smartphone X1,3,175,15,1
2023-09-04,Tablet Stand Adjustable,12,130,30,9
2023-04-16,LED Desk Lamp Pro,5,99,40,4
2023-02-20,Smartwatch Series 5,10,142,15,2
2023-03-22,Power Bank Ultra 10000mAh,9,157,150,3
2023-05-13,Laptop Charger Type-C,1,87,40,5
2023-10-12,Smartphone X1,13,118,20,10
2023-05-18,Desk Fan CoolBreeze,3,23,50,5
2023-07-03,Desk Fan CoolBreeze,19,145,25,7
2023-11-26,Tablet Stand Adjustable,11,57,150,11
2023-09-30,Smartwatch Series 5,16,150,60,9
2023-12-06,Desk Fan CoolBreeze,6,33,30,12
2023-03-10,Tablet Stand Adjustable,3,88,30,3
2023-02-03,Desk Fan CoolBreeze,19,171,30,2
2023-09-19,Tablet Stand Adjustable,6,60,20,9
2023-02-22,Desk Fan CoolBreeze,8,12,150,2
2023-07-24,Tablet Stand Adjustable,13,137,40,7
2023-05-06,Laptop Charger Type-C,12,128,20,5
2023-08-23,LED Desk Lamp Pro,10,67,15,8
2023-02-12,Bluetooth Speaker Mini,3,134,30,2
2023-08-28,Tablet Stand Adjustable,4,122,60,8
2023-04-21,Power Bank Ultra 10000mAh,1,64,15,4
2023-09-06,Tablet Stand Adjustable,13,128,25,9
2023-05-31,Tablet Stand Adjustable,4,129,40,5
2023-07-02,Power Bank Ultra 10000mAh,11,89,40,7
2023-12-02,Smartphone X1,19,51,80,12
2023-04-05,Tablet Stand Adjustable,11,30,60,4
2023-01-08,Desk Fan CoolBreeze,12,19,20,1
2023-12-26,Bluetooth Speaker Mini,11,66,20,12
2023-07-03,Power Bank Ultra 10000mAh,6,162,35,7
2023-10-08,USB-C Hub 6-in-1,12,65,25,10
2023-07-14,Smartphone X1,9,47,30,7
2023-12-18,Laptop Charger Type-C,10,95,80,12
2023-07-14,Power Bank Ultra 10000mAh,3,122,15,7
2023-06-04,Power Bank Ultra 10000mAh,3,198,40,6
2023-04-03,Power Bank Ultra 10000mAh,16,121,35,4
2023-06-09,Smartwatch Series 5,3,184,35,6
2023-03-02,Smartphone X1,10,63,25,3
2023-05-02,Smartwatch Series 5,11,55,50,5
2023-02-20,Bluetooth Speaker Mini,8,13,40,2
2023-10-04,Laptop Charger Type-C,6,180,20,10
2023-01-05,Smartwatch Series 5,11,71,15,1
2023-04-02,Desk Fan CoolBreeze,12,133,30,4
2023-06-19,Smartphone X1,16,137,30,6
2023-11-13,Bluetooth Speaker Mini,18,121,60,11
2023-01-22,Smartphone X1,13,94,50,1
2023-11-22,Smartphone X1,3,13,25,11
2023-01-01,Tablet Stand Adjustable,15,74,30,1
2023-05-13,Tablet Stand Adjustable,14,71,80,5
2023-08-21,LED Desk Lamp Pro,18,99,30,8
2023-01-12,Tablet Stand Adjustable,14,129,150,1
2023-12-12,LED Desk Lamp Pro,5,139,80,12
2023-02-15,Smartphone X1,14,146,15,2
2023-02-03,Smartphone X1,8,194,60,2
2023-03-19,Smartphone X1,15,54,30,3
2023-08-06,Power Bank Ultra 10000mAh,15,155,20,8
2023-10-28,Bluetooth Speaker Mini,19,121,80,10
2023-03-14,Tablet Stand Adjustable,6,185,60,3
2023-10-09,Smartphone X1,19,51,35,10
2023-09-06,LED Desk Lamp Pro,8,50,150,9
2023-02-16,Desk Fan CoolBreeze,6,98,150,2
2023-05-01,Wireless Earphone Pro,15,195,15,5
2023-08-02,Smartphone X1,3,51,80,8
2023-08-27,Power Bank Ultra 10000mAh,10,44,20,8
2023-02-25,Smartphone X1,15,175,50,2
2023-12-16,Smartphone X1,16,76,20,12
2023-04-17,Bluetooth Speaker Mini,17,50,60,4
2023-11-15,Power Bank Ultra 10000mAh,19,108,30,11
2023-02-17,Smartwatch Series 5,11,59,40,2
2023-03-02,LED Desk Lamp Pro,16,113,15,3
2023-12-03,USB-C Hub 6-in-1,5,95,40,12
2023-01-26,LED Desk Lamp Pro,5,88,80,1
2023-10-19,Smartphone X1,14,54,50,10
2023-09-14,Smartwatch Series 5,18,156,150,9
2023-01-08,Tablet Stand Adjustable,8,115,150,1
2023-04-23,Smartphone X1,5,154,35,4
2023-12-21,Smartphone X1,7,131,60,12
2023-09-10,USB-C Hub 6-in-1,16,86,60,9
2023-06-29,Tablet Stand Adjustable,14,65,20,6
2023-07-26,Laptop Charger Type-C,5,121,60,7
2023-10-30,Laptop Charger Type-C,9,102,20,10
2023-05-07,Laptop Charger Type-C,4,50,20,5
2023-02-25,Smartphone X1,4,179,30,2
2023-08-02,Wireless Earphone Pro,16,15,15,8
2023-01-14,Power Bank Ultra 10000mAh,17,107,40,1
2023-01-28,Smartphone X1,15,82,30,1
2023-03-19,LED Desk Lamp Pro,4,177,50,3
2023-08-04,Tablet Stand Adjustable,6,50,50,8
2023-12-31,USB-C Hub 6-in-1,16,18,50,12
2023-06-03,Wireless Earphone Pro,4,17,150,6
2023-01-14,Smartwatch Series 5,6,181,150,1
2023-07-06,Power Bank Ultra 10000mAh,5,195,15,7
2023-11-08,Smartphone X1,16,113,50,11
2023-01-07,Power Bank Ultra 10000mAh,16,22,80,1
2023-01-03,Desk Fan CoolBreeze,10,28,80,1
2023-04-21,USB-C Hub 6-in-1,9,107,35,4
2023-08-26,Bluetooth Speaker Mini,4,105,30,8
2023-12-29,Laptop Charger Type-C,14,58,40,12
2023-08-27,LED Desk Lamp Pro,4,109,150,8
2023-10-01,Smartphone X1,12,91,60,10
2023-10-21,Wireless Earphone Pro,10,167,40,10
2023-08-15,Wireless Earphone Pro,4,75,25,8
2023-01-15,Desk Fan CoolBreeze,18,100,15,1
2023-07-11,LED Desk Lamp Pro,13,68,15,7
2023-04-29,Power Bank Ultra 10000mAh,13,62,50,4
2023-01-28,LED Desk Lamp Pro,14,61,80,1
2023-07-21,Desk Fan CoolBreeze,18,90,50,7
2023-02-08,Power Bank Ultra 10000mAh,1,168,40,2
2023-09-30,Smartwatch Series 5,16,24,80,9
2023-08-19,Laptop Charger Type-C,15,130,50,8
2023-03-27,LED Desk Lamp Pro,5,157,40,3
2023-05-06,Power Bank Ultra 10000mAh,6,14,25,5
2023-10-27,Desk Fan CoolBreeze,6,144,35,10
2023-01-25,Wireless Earphone Pro,3,27,30,1
2023-05-25,USB-C Hub 6-in-1,16,65,35,5
2023-01-13,Laptop Charger Type-C,12,84,25,1
2023-07-31,Tablet Stand Adjustable,4,105,35,7
2023-01-25,Desk Fan CoolBreeze,1,123,60,1
2023-03-09,Desk Fan CoolBreeze,4,110,150,3
2023-03-08,LED Desk Lamp Pro,1,182,150,3
2023-08-21,Smartphone X1,8,37,60,8
2023-04-19,USB-C Hub 6-in-1,5,59,150,4
2023-05-26,Smartphone X1,2,11,40,5
2023-04-21,Laptop Charger Type-C,12,77,150,4
2023-08-16,Bluetooth Speaker Mini,17,137,15,8
2023-04-21,Laptop Charger Type-C,7,86,15,4
2023-02-03,Bluetooth Speaker Mini,11,33,80,2
2023-04-21,LED Desk Lamp Pro,4,121,20,4
2023-09-21,Smartphone X1,5,185,25,9
2023-08-24,USB-C Hub 6-in-1,6,182,15,8
2023-03-24,Smartwatch Series 5,11,128,30,3
2023-02-11,Smartphone X1,1,195,80,2
2023-04-11,Power Bank Ultra 10000mAh,10,45,60,4
2023-01-06,LED Desk Lamp Pro,11,11,25,1
2023-06-29,LED Desk Lamp Pro,17,136,25,6
2023-10-09,LED Desk Lamp Pro,8,114,60,10
2023-11-16,LED Desk Lamp Pro,13,27,20,11
2023-08-14,Power Bank Ultra 10000mAh,18,186,35,8
2023-11-11,Smartwatch Series 5,16,17,35,11
2023-12-31,USB-C Hub 6-in-1,2,195,50,12
2023-08-17,Laptop Charger Type-C,5,24,50,8
2023-10-16,Laptop Charger Type-C,18,154,80,10
2023-05-30,Smartwatch Series 5,3,32,50,5
2023-10-04,Tablet Stand Adjustable,17,102,50,10
2023-07-17,Tablet Stand Adjustable,16,164,60,7
2023-03-11,Power Bank Ultra 10000mAh,6,174,35,3
2023-04-22,Laptop Charger Type-C,19,58,50,4
2023-01-04,Tablet Stand Adjustable,7,73,15,1
2023-12-16,Tablet Stand Adjustable,18,43,30,12
2023-11-27,Power Bank Ultra 10000mAh,14,27,15,11
2023-11-14,USB-C Hub 6-in-1,6,73,20,11
2023-12-16,Smartphone X1,8,115,15,12
2023-04-05,Smartwatch Series 5,15,83,80,4
2023-06-01,Desk Fan CoolBreeze,15,111,50,6
2023-11-07,Tablet Stand Adjustable,15,181,50,11
2023-05-17,Wireless Earphone Pro,16,26,60,5
2023-09-04,USB-C Hub 6-in-1,1,196,40,9
2023-08-31,Tablet Stand Adjustable,11,150,20,8
2023-01-31,Desk Fan CoolBreeze,5,61,15,1
2023-02-09,USB-C Hub 6-in-1,5,197,40,2
2023-08-17,Tablet Stand Adjustable,6,179,25,8
2023-02-05,Laptop Charger Type-C,2,73,30,2
2023-08-11,Smartphone X1,6,43,30,8
2023-01-06,Wireless Earphone Pro,14,104,35,1
2023-11-18,Laptop Charger Type-C,11,96,50,11
2023-08-08,Tablet Stand Adjustable,4,111,35,8
2023-03-16,Bluetooth Speaker Mini,9,170,60,3
2023-01-04,Wireless Earphone Pro,3,149,20,1
2023-12-01,Smartphone X1,16,85,20,12
2023-05-14,Laptop Charger Type-C,11,28,25,5
2023-04-28,Wireless Earphone Pro,4,146,80,4
2023-04-04,USB-C Hub 6-in-1,1,83,20,4
2023-03-03,Smartphone X1,16,154,20,3
2023-07-13,Tablet Stand Adjustable,19,59,20,7
2023-12-01,LED Desk Lamp Pro,16,48,30,12
2023-07-22,Power Bank Ultra 10000mAh,11,178,80,7
2023-01-26,Laptop Charger Type-C,8,147,80,1
2023-06-22,Smartphone X1,1,21,150,6
2023-10-27,Tablet Stand Adjustable,9,88,15,10
2023-05-13,Tablet Stand Adjustable,12,24,60,5
2023-11-22,Laptop Charger Type-C,8,37,50,11
2023-04-28,Bluetooth Speaker Mini,17,141,20,4
2023-11-20,LED Desk Lamp Pro,10,45,20,11
2023-10-02,Power Bank Ultra 10000mAh,7,128,150,10
2023-07-31,Smartphone X1,19,74,50,7
2023-08-13,LED Desk Lamp Pro,6,107,80,8
2023-01-20,Tablet Stand Adjustable,19,56,25,1
2023-04-23,LED Desk Lamp Pro,18,90,30,4
2023-05-20,Tablet Stand Adjustable,15,48,20,5
2023-02-16,Desk Fan CoolBreeze,2,47,60,2
2023-01-01,Laptop Charger Type-C,14,53,60,1
2023-03-31,USB-C Hub 6-in-1,10,188,20,3
2023-05-22,LED Desk Lamp Pro,16,106,60,5
2023-11-16,Tablet Stand Adjustable,7,133,25,11
2023-02-07,Power Bank Ultra 10000mAh,8,35,60,2
2023-10-20,Wireless Earphone Pro,10,173,40,10
2023-05-19,Power Bank Ultra 10000mAh,15,106,50,5
2023-12-22,Power Bank Ultra 10000mAh,8,10,150,12
2023-11-29,Wireless Earphone Pro,13,62,150,11
2023-09-16,Tablet Stand Adjustable,12,15,35,9
2023-06-10,Tablet Stand Adjustable,8,46,30,6
2023-06-27,Laptop Charger Type-C,15,11,50,6
2023-01-10,Tablet Stand Adjustable,12,132,20,1
2023-09-18,Smartphone X1,11,78,40,9
2023-05-18,Smartphone X1,19,178,25,5
2023-06-21,Power Bank Ultra 10000mAh,14,188,35,6
2023-01-13,Bluetooth Speaker Mini,18,184,30,1
2023-06-17,Power Bank Ultra 10000mAh,13,22,30,6
2023-05-10,Wireless Earphone Pro,4,78,15,5
2023-03-25,Laptop Charger Type-C,17,75,50,3
2023-11-17,Desk Fan CoolBreeze,19,68,40,11
2023-11-15,Smartphone X1,9,77,80,11
2023-04-11,Tablet Stand Adjustable,7,68,25,4
2023-11-25,USB-C Hub 6-in-1,1,126,35,11
2023-09-30,Desk Fan CoolBreeze,7,19,20,9
